game_id,player_id,player_name,period,shot_clock,dribbles,touch_time,shot_distance,shot_value,shot_zone,defender_distance,pressure_level,shot_result,shot_made,points
21400398,201155,rodney stuckey,3,10.7,0,0.9,18.5,2,Mid-Range,6.2,Very Open,made,1,2
21400398,201155,rodney stuckey,3,8.6,1,2.1,15.4,2,Mid-Range,4.1,Open,missed,0,0
21400398,201155,rodney stuckey,3,12.0,4,4.8,4.5,2,Paint,2.9,Tight,missed,0,0
21400398,201155,rodney stuckey,3,17.9,6,4.9,4.6,2,Paint,2.7,Tight,missed,0,0
21400398,201155,rodney stuckey,3,12.3,9,7.1,11.3,2,Mid-Range,3.4,Tight,missed,0,0
21400377,201155,rodney stuckey,1,12.2,0,2.2,19.4,2,Mid-Range,4.6,Open,made,1,2
21400377,201155,rodney stuckey,1,6.9,2,4.3,18.1,2,Mid-Range,2.8,Tight,missed,0,0
21400377,201155,rodney stuckey,2,20.3,0,0.6,4.7,2,Paint,6.3,Very Open,made,1,2
21400377,201155,rodney stuckey,2,7.2,2,3.2,4.4,2,Paint,3.0,Tight,made,1,2
21400377,201155,rodney stuckey,2,15.1,4,3.6,18.4,2,Mid-Range,4.7,Open,missed,0,0
21400377,201155,rodney stuckey,3,12.1,4,4.7,11.0,2,Mid-Range,3.0,Tight,missed,0,0
21400377,201155,rodney stuckey,3,19.8,5,4.5,2.8,2,Paint,2.7,Tight,made,1,2
21400377,201155,rodney stuckey,3,11.0,0,0.8,24.0,3,Three Point,5.6,Open,missed,0,0
21400377,201155,rodney stuckey,4,15.0,8,6.9,13.5,2,Mid-Range,2.3,Tight,made,1,2
21400377,201155,rodney stuckey,4,6.8,1,1.8,14.2,2,Mid-Range,4.3,Open,made,1,2
21400377,201155,rodney stuckey,4,7.0,3,3.5,2.8,2,Paint,3.0,Tight,missed,0,0
21400377,201155,rodney stuckey,4,14.2,5,6.4,9.5,2,Mid-Range,3.2,Tight,missed,0,0
21400356,201155,rodney stuckey,1,16.0,9,6.6,3.4,2,Paint,2.2,Very Tight,made,1,2
21400356,201155,rodney stuckey,1,19.2,4,3.9,6.1,2,Paint,0.8,Very Tight,made,1,2
21400356,201155,rodney stuckey,1,21.0,0,0.6,4.6,2,Paint,3.7,Tight,missed,0,0
21400356,201155,rodney stuckey,1,19.0,7,5.5,5.3,2,Paint,1.0,Very Tight,missed,0,0
21400356,201155,rodney stuckey,1,20.0,1,1.8,3.4,2,Paint,1.0,Very Tight,missed,0,0
21400356,201155,rodney stuckey,2,15.0,0,0.4,4.3,2,Paint,0.6,Very Tight,missed,0,0
21400356,201155,rodney stuckey,2,15.0,0,0.0,3.2,2,Paint,1.6,Very Tight,missed,0,0
21400356,201155,rodney stuckey,2,15.2,3,3.1,14.8,2,Mid-Range,3.9,Tight,made,1,2
21400356,201155,rodney stuckey,2,16.0,0,0.5,1.7,2,Paint,3.1,Tight,missed,0,0
21400356,201155,rodney stuckey,3,7.0,3,2.6,13.9,2,Mid-Range,4.2,Open,made,1,2
21400356,201155,rodney stuckey,3,17.3,6,5.8,10.2,2,Mid-Range,1.5,Very Tight,missed,0,0
21400356,201155,rodney stuckey,3,14.0,12,10.1,4.0,2,Paint,0.5,Very Tight,missed,0,0
21400356,201155,rodney stuckey,3,10.9,0,0.8,5.7,2,Paint,5.6,Open,made,1,2
21400356,201155,rodney stuckey,3,22.7,1,1.8,2.6,2,Paint,41.9,Very Open,made,1,2
21400342,201155,rodney stuckey,1,16.3,0,0.4,18.4,2,Mid-Range,4.0,Tight,missed,0,0
21400342,201155,rodney stuckey,1,21.0,4,3.8,3.3,2,Paint,0.5,Very Tight,made,1,2
21400342,201155,rodney stuckey,1,14.2,0,0.3,4.1,2,Paint,1.7,Very Tight,missed,0,0
21400342,201155,rodney stuckey,1,18.0,0,0.8,22.3,3,Three Point,3.7,Tight,missed,0,0
21400342,201155,rodney stuckey,1,13.2,0,1.0,5.2,2,Paint,1.2,Very Tight,made,1,2
21400342,201155,rodney stuckey,1,19.1,5,4.4,9.3,2,Mid-Range,3.8,Tight,made,1,2
21400342,201155,rodney stuckey,1,12.3,5,5.7,9.1,2,Mid-Range,3.5,Tight,missed,0,0
21400342,201155,rodney stuckey,2,9.7,0,0.9,22.3,3,Three Point,9.3,Very Open,missed,0,0
21400342,201155,rodney stuckey,2,8.7,4,4.4,18.3,2,Mid-Range,5.6,Open,missed,0,0
21400342,201155,rodney stuckey,2,13.6,3,3.6,3.5,2,Paint,0.5,Very Tight,missed,0,0
21400342,201155,rodney stuckey,2,12.7,0,0.9,2.4,2,Paint,4.6,Open,made,1,2
21400342,201155,rodney stuckey,3,14.6,10,8.4,8.5,2,Mid-Range,4.4,Open,missed,0,0
21400342,201155,rodney stuckey,3,14.0,0,1.0,12.9,2,Mid-Range,2.3,Tight,missed,0,0
21400342,201155,rodney stuckey,3,21.7,6,3.9,4.1,2,Paint,2.3,Tight,made,1,2
21400342,201155,rodney stuckey,4,10.4,3,4.4,11.8,2,Mid-Range,1.8,Very Tight,missed,0,0
21400342,201155,rodney stuckey,4,20.7,3,2.7,1.5,2,Paint,0.2,Very Tight,missed,0,0
21400342,201155,rodney stuckey,4,17.0,0,0.8,17.8,2,Mid-Range,1.9,Very Tight,missed,0,0
21400342,201155,rodney stuckey,4,6.4,0,0.9,19.9,2,Mid-Range,5.2,Open,missed,0,0
21400342,201155,rodney stuckey,4,12.3,1,1.6,4.7,2,Paint,1.9,Very Tight,made,1,2
21400333,201155,rodney stuckey,2,6.0,0,0.9,22.5,3,Three Point,4.4,Open,made,1,3
21400333,201155,rodney stuckey,2,8.0,2,2.6,15.7,2,Mid-Range,2.5,Tight,missed,0,0
21400333,201155,rodney stuckey,3,11.6,0,1.3,19.8,2,Mid-Range,5.5,Open,made,1,2
21400333,201155,rodney stuckey,3,19.2,7,4.5,3.6,2,Paint,2.0,Very Tight,made,1,2
21400333,201155,rodney stuckey,3,16.8,6,6.1,8.5,2,Mid-Range,3.3,Tight,made,1,2
21400333,201155,rodney stuckey,3,14.5,11,9.2,6.7,2,Paint,3.0,Tight,missed,0,0
21400333,201155,rodney stuckey,3,11.9,2,2.3,4.6,2,Paint,2.4,Tight,missed,0,0
21400333,201155,rodney stuckey,3,3.2,0,1.2,20.1,3,Three Point,3.3,Tight,missed,0,0
21400333,201155,rodney stuckey,4,7.1,0,0.8,23.8,3,Three Point,3.8,Tight,missed,0,0
21400333,201155,rodney stuckey,4,13.0,0,0.2,16.0,2,Mid-Range,5.7,Open,made,1,2
21400317,201155,rodney stuckey,1,11.3,0,0.6,2.7,2,Paint,5.8,Open,made,1,2
21400317,201155,rodney stuckey,1,17.0,7,6.8,17.5,2,Mid-Range,3.3,Tight,made,1,2
21400317,201155,rodney stuckey,1,13.4,0,0.9,12.0,2,Mid-Range,3.2,Tight,made,1,2
21400317,201155,rodney stuckey,1,14.0,0,0.9,20.3,2,Mid-Range,3.1,Tight,missed,0,0
21400317,201155,rodney stuckey,1,13.1,3,3.7,8.2,2,Mid-Range,2.3,Tight,missed,0,0
21400317,201155,rodney stuckey,2,9.3,1,1.1,24.4,3,Three Point,3.0,Tight,missed,0,0
21400317,201155,rodney stuckey,3,7.4,0,0.6,3.9,2,Paint,1.1,Very Tight,missed,0,0
21400317,201155,rodney stuckey,3,11.5,0,2.0,6.7,2,Paint,1.8,Very Tight,missed,0,0
21400317,201155,rodney stuckey,3,14.9,0,1.7,3.3,2,Paint,2.2,Very Tight,missed,0,0
21400317,201155,rodney stuckey,3,20.0,3,2.8,19.8,2,Mid-Range,5.2,Open,made,1,2
21400317,201155,rodney stuckey,4,11.2,1,1.4,19.0,2,Mid-Range,6.5,Very Open,missed,0,0
21400301,201155,rodney stuckey,1,18.5,7,5.0,2.6,2,Paint,2.8,Tight,made,1,2
21400301,201155,rodney stuckey,1,18.5,6,6.2,5.4,2,Paint,2.6,Tight,missed,0,0
21400301,201155,rodney stuckey,1,9.6,2,2.8,4.8,2,Paint,3.2,Tight,missed,0,0
21400301,201155,rodney stuckey,1,2.1,0,0.3,3.4,2,Paint,1.4,Very Tight,made,1,2
21400301,201155,rodney stuckey,2,16.7,0,0.9,22.5,3,Three Point,4.9,Open,made,1,3
21400301,201155,rodney stuckey,2,3.7,4,7.0,1.4,2,Paint,0.0,Very Tight,missed,0,0
21400301,201155,rodney stuckey,2,4.8,5,4.8,6.2,2,Paint,1.5,Very Tight,missed,0,0
21400301,201155,rodney stuckey,3,20.9,4,4.2,1.3,2,Paint,2.4,Tight,made,1,2
21400301,201155,rodney stuckey,3,20.2,0,0.5,4.4,2,Paint,2.0,Very Tight,made,1,2
21400301,201155,rodney stuckey,3,11.2,13,11.0,9.4,2,Mid-Range,4.8,Open,made,1,2
21400301,201155,rodney stuckey,4,10.0,1,1.6,19.6,2,Mid-Range,6.1,Very Open,missed,0,0
21400287,201155,rodney stuckey,1,9.8,2,1.9,8.5,2,Mid-Range,3.5,Tight,missed,0,0
21400287,201155,rodney stuckey,1,7.9,0,0.9,22.0,3,Three Point,1.9,Very Tight,made,1,3
21400287,201155,rodney stuckey,2,0.9,3,8.9,12.9,2,Mid-Range,3.5,Tight,missed,0,0
21400287,201155,rodney stuckey,4,2.2,5,7.6,24.1,3,Three Point,5.2,Open,made,1,3
21400287,201155,rodney stuckey,4,8.5,0,0.8,9.1,2,Mid-Range,1.7,Very Tight,missed,0,0
21400287,201155,rodney stuckey,4,0.9,0,0.9,26.1,3,Three Point,6.9,Very Open,missed,0,0
21400287,201155,rodney stuckey,4,22.9,1,3.2,5.0,2,Paint,3.7,Tight,made,1,2
21400287,201155,rodney stuckey,4,14.9,10,9.1,10.8,2,Mid-Range,3.9,Tight,made,1,2
21400287,201155,rodney stuckey,5,16.8,7,7.0,17.7,2,Mid-Range,4.9,Open,missed,0,0
21400287,201155,rodney stuckey,5,5.8,0,0.8,22.8,3,Three Point,5.2,Open,missed,0,0
21400274,201155,rodney stuckey,1,9.0,0,1.0,22.7,3,Three Point,4.0,Tight,missed,0,0
21400274,201155,rodney stuckey,1,14.4,0,0.9,4.0,2,Paint,0.4,Very Tight,made,1,2
21400274,201155,rodney stuckey,1,17.7,5,3.8,16.4,2,Mid-Range,2.0,Very Tight,missed,0,0
21400274,201155,rodney stuckey,1,19.4,5,5.3,2.8,2,Paint,0.0,Very Tight,missed,0,0
21400274,201155,rodney stuckey,1,16.2,8,6.6,3.0,2,Paint,3.5,Tight,missed,0,0
21400274,201155,rodney stuckey,2,12.2,12,10.7,13.5,2,Mid-Range,3.0,Tight,made,1,2
21400274,201155,rodney stuckey,2,5.9,2,3.9,14.6,2,Mid-Range,3.1,Tight,made,1,2
21400274,201155,rodney stuckey,2,11.2,2,2.2,18.0,2,Mid-Range,1.4,Very Tight,missed,0,0
21400274,201155,rodney stuckey,2,12.3,20,16.9,3.5,2,Paint,0.6,Very Tight,missed,0,0
21400274,201155,rodney stuckey,3,19.6,5,5.1,5.1,2,Paint,1.8,Very Tight,missed,0,0
21400274,201155,rodney stuckey,3,19.4,6,5.4,4.8,2,Paint,3.7,Tight,made,1,2
21400274,201155,rodney stuckey,3,17.1,8,7.4,8.4,2,Mid-Range,3.5,Tight,made,1,2
21400274,201155,rodney stuckey,4,18.0,7,6.5,18.0,2,Mid-Range,5.4,Open,missed,0,0
21400274,201155,rodney stuckey,4,14.4,2,2.0,8.0,2,Paint,1.3,Very Tight,made,1,2
21400274,201155,rodney stuckey,4,12.3,6,4.5,6.9,2,Paint,2.4,Tight,made,1,2
21400260,201155,rodney stuckey,1,7.2,0,0.8,18.9,2,Mid-Range,4.4,Open,made,1,2
21400260,201155,rodney stuckey,1,16.6,10,10.4,3.5,2,Paint,1.9,Very Tight,made,1,2
21400260,201155,rodney stuckey,1,9.5,4,5.6,4.8,2,Paint,1.9,Very Tight,missed,0,0
21400260,201155,rodney stuckey,2,6.5,2,3.0,17.0,2,Mid-Range,3.2,Tight,missed,0,0
21400260,201155,rodney stuckey,2,14.0,0,0.8,16.5,2,Mid-Range,2.9,Tight,missed,0,0
21400260,201155,rodney stuckey,2,10.2,2,2.2,12.3,2,Mid-Range,4.0,Tight,made,1,2
21400260,201155,rodney stuckey,3,24.0,0,0.0,4.2,2,Paint,3.1,Tight,missed,0,0
21400260,201155,rodney stuckey,3,0.0,7,8.6,26.6,3,Three Point,0.8,Very Tight,made,1,3
21400260,201155,rodney stuckey,3,22.0,2,2.4,3.8,2,Paint,1.8,Very Tight,missed,0,0
21400260,201155,rodney stuckey,3,9.4,0,0.7,23.1,3,Three Point,2.8,Tight,missed,0,0
21400238,201155,rodney stuckey,1,18.9,6,5.6,5.3,2,Paint,2.8,Tight,missed,0,0
21400238,201155,rodney stuckey,1,10.1,2,2.4,2.4,2,Paint,0.4,Very Tight,missed,0,0
21400238,201155,rodney stuckey,1,11.2,0,1.0,16.9,2,Mid-Range,4.2,Open,missed,0,0
21400238,201155,rodney stuckey,3,15.1,4,4.3,14.0,2,Mid-Range,1.6,Very Tight,made,1,2
21400238,201155,rodney stuckey,3,15.6,0,0.8,11.7,2,Mid-Range,8.3,Very Open,made,1,2
21400238,201155,rodney stuckey,4,15.9,8,6.8,10.5,2,Mid-Range,4.0,Tight,missed,0,0
21400230,201155,rodney stuckey,1,20.0,5,4.5,11.1,2,Mid-Range,1.4,Very Tight,made,1,2
21400230,201155,rodney stuckey,1,20.7,1,1.5,5.4,2,Paint,1.4,Very Tight,missed,0,0
21400230,201155,rodney stuckey,1,11.2,3,4.1,6.4,2,Paint,0.4,Very Tight,made,1,2
21400230,201155,rodney stuckey,1,6.9,0,0.8,3.9,2,Paint,1.3,Very Tight,made,1,2
21400230,201155,rodney stuckey,1,7.4,1,2.1,21.2,2,Mid-Range,3.7,Tight,made,1,2
21400230,201155,rodney stuckey,1,21.0,1,1.3,6.2,2,Paint,1.3,Very Tight,missed,0,0
21400230,201155,rodney stuckey,2,10.8,0,0.9,22.4,3,Three Point,5.0,Open,missed,0,0
21400230,201155,rodney stuckey,2,10.0,5,5.6,8.0,2,Paint,0.4,Very Tight,missed,0,0
21400230,201155,rodney stuckey,3,20.9,0,0.8,3.3,2,Paint,8.6,Very Open,made,1,2
21400230,201155,rodney stuckey,4,10.4,0,1.2,5.9,2,Paint,1.0,Very Tight,made,1,2
21400230,201155,rodney stuckey,4,7.5,8,6.8,20.9,2,Mid-Range,4.7,Open,made,1,2
21400230,201155,rodney stuckey,4,5.7,2,2.0,0.9,2,Paint,2.1,Very Tight,made,1,2
21400230,201155,rodney stuckey,4,11.5,5,5.0,17.1,2,Mid-Range,3.8,Tight,missed,0,0
21400230,201155,rodney stuckey,4,14.1,0,0.8,3.2,2,Paint,6.0,Open,made,1,2
21400230,201155,rodney stuckey,4,6.1,6,6.9,20.4,2,Mid-Range,5.3,Open,missed,0,0
21400220,201155,rodney stuckey,1,21.7,4,3.4,3.6,2,Paint,0.8,Very Tight,missed,0,0
21400220,201155,rodney stuckey,1,12.7,2,2.0,5.3,2,Paint,0.9,Very Tight,missed,0,0
21400220,201155,rodney stuckey,1,23.0,1,1.9,13.6,2,Mid-Range,8.4,Very Open,made,1,2
21400220,201155,rodney stuckey,1,17.1,2,2.1,20.1,2,Mid-Range,5.6,Open,missed,0,0
21400220,201155,rodney stuckey,1,18.1,0,0.9,20.4,3,Three Point,1.7,Very Tight,missed,0,0
21400220,201155,rodney stuckey,1,9.8,2,4.0,8.3,2,Mid-Range,2.1,Very Tight,made,1,2
21400220,201155,rodney stuckey,1,19.8,0,0.8,11.8,2,Mid-Range,12.2,Very Open,made,1,2
21400220,201155,rodney stuckey,2,10.9,4,4.8,11.0,2,Mid-Range,4.5,Open,made,1,2
21400220,201155,rodney stuckey,2,9.0,5,5.6,8.0,2,Paint,4.3,Open,missed,0,0
21400220,201155,rodney stuckey,2,11.5,12,9.7,17.1,2,Mid-Range,3.4,Tight,made,1,2
21400220,201155,rodney stuckey,2,17.8,2,2.5,5.3,2,Paint,3.6,Tight,made,1,2
21400220,201155,rodney stuckey,2,2.6,0,0.8,23.8,3,Three Point,5.2,Open,missed,0,0
21400220,201155,rodney stuckey,2,14.0,12,9.4,3.8,2,Paint,2.4,Tight,made,1,2
21400220,201155,rodney stuckey,3,10.3,8,5.1,14.3,2,Mid-Range,4.6,Open,made,1,2
21400220,201155,rodney stuckey,3,18.6,1,1.5,1.6,2,Paint,3.3,Tight,missed,0,0
21400220,201155,rodney stuckey,4,12.1,5,3.2,6.1,2,Paint,0.0,Very Tight,made,1,2
21400220,201155,rodney stuckey,4,13.8,1,1.6,15.8,2,Mid-Range,3.3,Tight,missed,0,0
21400220,201155,rodney stuckey,4,7.5,7,6.6,6.5,2,Paint,1.1,Very Tight,missed,0,0
21400220,201155,rodney stuckey,4,1.3,5,4.7,18.0,2,Mid-Range,4.3,Open,missed,0,0
21400220,201155,rodney stuckey,4,6.5,7,7.2,9.5,2,Mid-Range,4.1,Open,missed,0,0
21400203,201155,rodney stuckey,1,15.6,1,1.8,19.9,2,Mid-Range,4.7,Open,missed,0,0
21400203,201155,rodney stuckey,1,12.2,3,4.1,8.5,2,Mid-Range,2.7,Tight,missed,0,0
21400203,201155,rodney stuckey,2,9.5,4,5.7,11.8,2,Mid-Range,2.1,Very Tight,missed,0,0
21400203,201155,rodney stuckey,2,5.8,0,0.9,23.1,3,Three Point,14.4,Very Open,made,1,3
21400203,201155,rodney stuckey,2,12.3,5,4.1,8.8,2,Mid-Range,2.7,Tight,missed,0,0
21400203,201155,rodney stuckey,3,3.0,0,2.4,20.1,2,Mid-Range,3.7,Tight,missed,0,0
21400203,201155,rodney stuckey,3,7.6,0,1.4,23.9,3,Three Point,9.8,Very Open,missed,0,0
21400203,201155,rodney stuckey,3,14.1,3,3.2,4.9,2,Paint,3.7,Tight,missed,0,0
21400203,201155,rodney stuckey,4,3.2,0,1.1,22.0,3,Three Point,15.1,Very Open,made,1,3
21400184,201155,rodney stuckey,1,10.6,0,2.2,23.3,3,Three Point,6.2,Very Open,made,1,3
21400184,201155,rodney stuckey,1,19.3,0,0.9,22.2,3,Three Point,4.9,Open,missed,0,0
21400184,201155,rodney stuckey,1,8.7,2,2.4,6.1,2,Paint,1.2,Very Tight,missed,0,0
21400184,201155,rodney stuckey,1,22.9,1,1.8,1.5,2,Paint,2.1,Very Tight,made,1,2
21400184,201155,rodney stuckey,2,1.6,2,4.8,15.0,2,Mid-Range,0.7,Very Tight,missed,0,0
21400184,201155,rodney stuckey,3,7.4,5,6.0,9.5,2,Mid-Range,1.3,Very Tight,missed,0,0
21400184,201155,rodney stuckey,3,10.7,3,4.7,4.4,2,Paint,1.7,Very Tight,missed,0,0
21400184,201155,rodney stuckey,4,7.6,0,0.9,6.5,2,Paint,0.6,Very Tight,missed,0,0
21400184,201155,rodney stuckey,4,11.4,2,1.7,10.6,2,Mid-Range,3.4,Tight,made,1,2
21400184,201155,rodney stuckey,4,0.9,0,0.9,24.5,3,Three Point,6.3,Very Open,missed,0,0
21400160,201155,rodney stuckey,1,14.6,2,2.1,18.3,2,Mid-Range,5.1,Open,missed,0,0
21400160,201155,rodney stuckey,1,7.9,5,5.4,10.4,2,Mid-Range,1.2,Very Tight,missed,0,0
21400160,201155,rodney stuckey,2,3.6,0,1.0,24.1,3,Three Point,5.6,Open,missed,0,0
21400160,201155,rodney stuckey,2,16.9,0,0.8,14.9,2,Mid-Range,4.6,Open,made,1,2
21400160,201155,rodney stuckey,3,10.4,7,5.3,12.7,2,Mid-Range,1.6,Very Tight,made,1,2
21400160,201155,rodney stuckey,3,3.2,2,6.0,12.5,2,Mid-Range,1.9,Very Tight,missed,0,0
21400160,201155,rodney stuckey,3,8.1,1,1.8,7.0,2,Paint,1.4,Very Tight,made,1,2
21400160,201155,rodney stuckey,4,4.3,4,3.5,20.4,2,Mid-Range,3.7,Tight,missed,0,0
21400160,201155,rodney stuckey,4,9.3,3,5.8,3.5,2,Paint,1.6,Very Tight,made,1,2
21400160,201155,rodney stuckey,4,10.1,14,13.3,8.5,2,Mid-Range,1.7,Very Tight,made,1,2
21400160,201155,rodney stuckey,4,10.2,4,4.6,14.9,2,Mid-Range,0.4,Very Tight,missed,0,0
21400160,201155,rodney stuckey,4,24.0,0,0.2,2.9,2,Paint,0.1,Very Tight,missed,0,0
21400160,201155,rodney stuckey,4,12.3,9,15.5,14.9,2,Mid-Range,4.3,Open,missed,0,0
21400049,201155,rodney stuckey,1,11.7,13,10.4,16.1,2,Mid-Range,6.0,Open,missed,0,0
21400049,201155,rodney stuckey,1,12.3,16,15.4,18.0,2,Mid-Range,3.0,Tight,made,1,2
21400049,201155,rodney stuckey,2,7.0,5,4.4,19.8,2,Mid-Range,5.1,Open,missed,0,0
21400049,201155,rodney stuckey,3,11.1,2,3.8,8.7,2,Mid-Range,4.5,Open,made,1,2
21400049,201155,rodney stuckey,3,19.0,4,3.5,6.9,2,Paint,1.8,Very Tight,made,1,2
21400049,201155,rodney stuckey,3,17.8,0,0.0,1.4,2,Paint,0.3,Very Tight,missed,0,0
21400049,201155,rodney stuckey,3,14.2,13,9.8,6.0,2,Paint,1.9,Very Tight,missed,0,0
21400049,201155,rodney stuckey,3,12.3,8,14.0,11.5,2,Mid-Range,1.9,Very Tight,missed,0,0
21400049,201155,rodney stuckey,4,7.9,6,5.3,10.3,2,Mid-Range,1.5,Very Tight,missed,0,0
21400049,201155,rodney stuckey,4,12.3,7,5.2,8.9,2,Mid-Range,1.3,Very Tight,missed,0,0
21400049,201155,rodney stuckey,4,12.3,0,0.8,23.7,3,Three Point,5.9,Open,missed,0,0
21400032,201155,rodney stuckey,1,12.3,19,16.9,19.1,2,Mid-Range,3.5,Tight,missed,0,0
21400032,201155,rodney stuckey,1,12.3,0,1.3,24.4,3,Three Point,3.7,Tight,missed,0,0
21400021,201155,rodney stuckey,2,16.4,5,6.9,6.1,2,Paint,1.7,Very Tight,made,1,2
21400021,201155,rodney stuckey,2,5.9,7,6.3,21.7,2,Mid-Range,4.0,Tight,made,1,2
21400021,201155,rodney stuckey,2,9.7,16,14.0,2.5,2,Paint,1.0,Very Tight,made,1,2
21400021,201155,rodney stuckey,2,13.8,12,9.4,9.2,2,Mid-Range,3.9,Tight,missed,0,0
21400021,201155,rodney stuckey,3,14.7,11,9.6,8.4,2,Mid-Range,5.3,Open,made,1,2
21400021,201155,rodney stuckey,3,19.4,5,4.6,5.8,2,Paint,3.6,Tight,missed,0,0
21400021,201155,rodney stuckey,3,6.3,0,3.0,12.7,2,Mid-Range,2.1,Very Tight,missed,0,0
21400021,201155,rodney stuckey,4,20.1,4,3.3,1.6,2,Paint,3.1,Tight,made,1,2
21400021,201155,rodney stuckey,4,12.6,13,11.2,3.7,2,Paint,0.8,Very Tight,missed,0,0
21400021,201155,rodney stuckey,4,7.7,0,0.8,24.1,3,Three Point,5.3,Open,missed,0,0
21400005,201155,rodney stuckey,1,13.5,8,8.1,10.6,2,Mid-Range,0.1,Very Tight,made,1,2
21400005,201155,rodney stuckey,1,24.0,0,0.0,14.4,2,Mid-Range,10.9,Very Open,missed,0,0
21400005,201155,rodney stuckey,1,19.7,4,3.5,2.6,2,Paint,1.4,Very Tight,made,1,2
21400005,201155,rodney stuckey,2,21.4,5,4.0,2.0,2,Paint,2.3,Tight,missed,0,0
21400005,201155,rodney stuckey,2,10.8,0,0.8,23.9,3,Three Point,5.4,Open,made,1,3
21400005,201155,rodney stuckey,2,9.0,7,6.0,6.5,2,Paint,2.4,Tight,missed,0,0
21400005,201155,rodney stuckey,4,18.4,1,2.0,16.1,2,Mid-Range,3.6,Tight,made,1,2
21400005,201155,rodney stuckey,4,3.3,1,2.9,23.9,3,Three Point,2.5,Tight,made,1,3
21400005,201155,rodney stuckey,4,9.1,5,4.4,5.5,2,Paint,4.7,Open,missed,0,0
21400881,201579,roy hibbert,1,0.4,0,0.6,22.4,2,Mid-Range,8.1,Very Open,missed,0,0
21400881,201579,roy hibbert,1,9.8,4,5.5,2.6,2,Paint,0.1,Very Tight,made,1,2
21400881,201579,roy hibbert,1,12.4,0,0.9,18.6,2,Mid-Range,13.0,Very Open,missed,0,0
21400881,201579,roy hibbert,1,24.0,0,0.0,2.3,2,Paint,2.8,Tight,missed,0,0
21400881,201579,roy hibbert,2,24.0,0,0.3,2.2,2,Paint,1.4,Very Tight,missed,0,0
21400881,201579,roy hibbert,2,7.5,0,1.6,2.7,2,Paint,0.4,Very Tight,made,1,2
21400881,201579,roy hibbert,2,24.0,0,1.6,1.4,2,Paint,0.0,Very Tight,missed,0,0
21400881,201579,roy hibbert,2,18.9,0,0.7,2.9,2,Paint,4.8,Open,made,1,2
21400881,201579,roy hibbert,3,24.0,0,0.4,2.2,2,Paint,3.4,Tight,missed,0,0
21400881,201579,roy hibbert,3,10.3,1,2.9,9.9,2,Mid-Range,0.9,Very Tight,made,1,2
21400881,201579,roy hibbert,4,10.0,0,0.6,9.8,2,Mid-Range,4.8,Open,missed,0,0
21400881,201579,roy hibbert,4,15.6,0,1.2,18.7,2,Mid-Range,9.1,Very Open,made,1,2
21400856,201579,roy hibbert,1,6.9,4,4.8,12.0,2,Mid-Range,1.4,Very Tight,missed,0,0
21400856,201579,roy hibbert,1,24.0,1,1.2,1.5,2,Paint,0.2,Very Tight,made,1,2
21400856,201579,roy hibbert,2,4.0,0,0.8,5.6,2,Paint,1.1,Very Tight,made,1,2
21400856,201579,roy hibbert,2,15.4,0,0.7,18.9,2,Mid-Range,5.6,Open,missed,0,0
21400856,201579,roy hibbert,2,22.7,0,1.4,1.9,2,Paint,0.1,Very Tight,missed,0,0
21400856,201579,roy hibbert,3,7.0,0,0.7,17.9,2,Mid-Range,7.3,Very Open,missed,0,0
21400856,201579,roy hibbert,3,14.0,0,0.6,5.3,2,Paint,1.8,Very Tight,missed,0,0
21400840,201579,roy hibbert,1,5.7,1,2.6,8.3,2,Mid-Range,1.8,Very Tight,missed,0,0
21400840,201579,roy hibbert,1,8.0,0,1.6,4.5,2,Paint,0.0,Very Tight,made,1,2
21400840,201579,roy hibbert,1,5.5,0,1.0,21.0,2,Mid-Range,8.2,Very Open,made,1,2
21400840,201579,roy hibbert,1,10.6,4,4.8,11.6,2,Mid-Range,4.0,Tight,missed,0,0
21400840,201579,roy hibbert,2,3.1,3,3.2,7.2,2,Paint,1.7,Very Tight,missed,0,0
21400840,201579,roy hibbert,2,24.0,0,1.0,3.1,2,Paint,0.0,Very Tight,missed,0,0
21400840,201579,roy hibbert,2,9.2,0,3.5,14.9,2,Mid-Range,4.3,Open,missed,0,0
21400840,201579,roy hibbert,3,24.0,0,0.3,1.9,2,Paint,2.4,Tight,made,1,2
21400824,201579,roy hibbert,1,14.3,0,0.8,19.7,2,Mid-Range,7.0,Very Open,made,1,2
21400824,201579,roy hibbert,1,12.0,0,2.8,6.9,2,Paint,0.6,Very Tight,missed,0,0
21400824,201579,roy hibbert,2,1.7,0,0.3,17.1,2,Mid-Range,5.8,Open,made,1,2
21400824,201579,roy hibbert,2,11.1,0,1.2,19.4,2,Mid-Range,7.1,Very Open,missed,0,0
21400824,201579,roy hibbert,3,8.2,0,0.8,16.5,2,Mid-Range,5.0,Open,missed,0,0
21400824,201579,roy hibbert,3,12.8,1,2.3,7.5,2,Paint,1.4,Very Tight,missed,0,0
21400804,201579,roy hibbert,1,15.6,0,1.4,2.3,2,Paint,2.5,Tight,missed,0,0
21400804,201579,roy hibbert,1,15.5,0,0.0,2.2,2,Paint,2.7,Tight,made,1,2
21400804,201579,roy hibbert,1,8.6,5,4.9,3.9,2,Paint,1.8,Very Tight,missed,0,0
21400804,201579,roy hibbert,1,12.9,0,0.9,3.3,2,Paint,3.2,Tight,made,1,2
21400804,201579,roy hibbert,1,23.6,0,1.2,2.6,2,Paint,2.6,Tight,missed,0,0
